host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,prediction
1.0,27,21,37.74572471068426,-122.4721516091127,1,1,4.0,1.0,1.0,2.0,0,1.0,74.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,172.25222036422593
1.0,12,16,37.79113834524172,-122.4102947801119,1,0,9.0,2.5,4.0,4.0,0,2.0,55.0,87.0,9.0,9.0,9.0,9.0,10.0,8.0,995.0,349.1262411796459
2.0,4,1,37.75203194986454,-122.422543289443,0,0,3.0,1.0,0.0,2.0,0,1.0,141.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,192.0,113.2942134257526
1.0,15,12,37.77532099081647,-122.40768467053542,12,0,6.0,2.5,3.0,3.0,0,2.0,13.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,895.0,290.16823424117257
3.0,17,11,37.80029461324353,-122.42245613557762,0,0,2.0,1.0,0.0,1.0,0,30.0,78.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,196.0,113.2942134257526
1.0,23,15,37.73159781445807,-122.37317582569251,1,1,3.0,1.5,1.0,1.0,0,1.0,166.0,93.0,9.0,9.0,10.0,10.0,8.0,9.0,50.0,172.25222036422593
5.0,6,5,37.78722381604256,-122.40955506666712,19,0,4.0,1.0,0.0,2.0,0,2.0,19.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,113.2942134257526
1.0,8,6,37.75544178504613,-122.43523501039571,6,0,4.0,1.0,2.0,2.0,0,3.0,45.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,231.21022730269925
4.0,17,9,37.803009263105885,-122.41580891918602,0,1,3.0,1.5,1.0,2.0,0,2.0,149.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0,172.25222036422593
1.0,4,1,37.75450607666153,-122.41067333813037,1,0,4.0,1.0,1.0,2.0,0,2.0,83.0,92.0,10.0,10.0,10.0,9.0,10.0,9.0,170.0,172.25222036422593
2.0,4,1,37.75641542425704,-122.41285126596114,1,0,4.0,2.0,2.0,2.0,0,2.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,231.21022730269925
1.0,27,21,37.741738929681155,-122.5043467564314,0,0,4.0,1.0,1.0,2.0,0,2.0,150.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,125.0,172.25222036422593
1.0,4,1,37.755668577940284,-122.42420056129723,6,0,4.0,1.0,2.0,0.0,0,2.0,55.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,265.0,231.21022730269925
2.0,12,11,37.79569442370353,-122.41708197252399,1,1,2.0,1.5,1.0,1.0,0,2.0,124.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0,172.25222036422593
1.0,31,13,37.717281785438864,-122.4526948901395,1,1,4.0,1.0,1.0,2.0,0,3.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0,172.25222036422593
1.0,29,17,37.76379989102367,-122.50732317439515,0,1,2.0,1.0,1.0,1.0,0,3.0,15.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0,172.25222036422593
1.0,25,17,37.76463108316831,-122.47455896807712,1,0,7.0,2.0,3.0,4.0,0,6.0,8.0,95.0,9.0,9.0,9.0,10.0,10.0,10.0,215.0,290.16823424117257
1.0,29,17,37.75853313368442,-122.50506314776821,1,1,2.0,1.0,1.0,1.0,0,3.0,60.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0,172.25222036422593
1.0,9,8,37.78458732105989,-122.48276379035627,0,0,6.0,1.0,2.0,3.0,0,3.0,121.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,233.0,231.21022730269925
1.0,3,7,37.73048259786083,-122.44176230335104,0,1,1.0,1.0,1.0,1.0,0,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,172.25222036422593
1.0,5,4,37.75888606618256,-122.39538804401352,6,0,5.0,1.0,3.0,3.0,0,6.0,16.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,315.0,290.16823424117257
1.0,10,9,37.80776679241973,-122.41670647404463,0,0,4.0,1.0,0.0,2.0,0,2.0,113.0,85.0,9.0,8.0,9.0,9.0,10.0,8.0,184.0,113.2942134257526
2.0,6,5,37.78831988632187,-122.40982023239854,10,0,4.0,1.0,0.0,2.0,0,3.0,1.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,499.0,113.2942134257526
1.0,4,1,37.75109863408815,-122.42150297674644,0,0,6.0,1.5,3.0,4.0,0,3.0,7.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0,290.16823424117257
1.0,12,11,37.79429202028428,-122.41557204451156,0,0,2.0,1.0,1.0,1.0,0,2.0,73.0,89.0,9.0,10.0,10.0,10.0,10.0,9.0,140.0,172.25222036422593
1.0,7,6,37.76188298040355,-122.44215252096134,0,1,2.0,1.0,1.0,0.0,0,1.0,477.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0,172.25222036422593
3.0,29,17,37.76087330527722,-122.50591464986326,1,1,1.0,1.0,1.0,1.0,0,2.0,32.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,60.0,172.25222036422593
2.0,19,13,37.719036440525755,-122.43537321697839,1,0,6.0,2.0,3.0,5.0,0,4.0,40.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,250.0,290.16823424117257
2.0,5,4,37.76398202305243,-122.39597472050691,1,0,3.0,1.0,2.0,2.0,0,3.0,40.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,260.0,231.21022730269925
7.0,0,3,37.786037506591576,-122.43886548246336,1,1,2.0,1.0,1.0,1.0,0,1.0,120.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,105.0,172.25222036422593
1.0,0,3,37.786891149569605,-122.43889137051586,1,0,8.0,2.0,4.0,0.0,0,3.0,57.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,800.0,349.1262411796459
3.0,4,1,37.7503497204978,-122.42457628640469,1,1,2.0,1.0,1.0,1.0,0,3.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,172.25222036422593
3.0,4,1,37.76108383346007,-122.4255709795786,0,1,2.0,1.0,1.0,1.0,0,3.0,6.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,149.0,172.25222036422593
1.0,1,1,37.747044627025204,-122.41563283001848,1,0,4.0,2.0,2.0,2.0,0,10.0,6.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0,231.21022730269925
7.0,0,3,37.788105614759026,-122.43838816605984,1,1,2.0,1.0,1.0,1.0,0,1.0,99.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,172.25222036422593
2.0,8,6,37.75192698497431,-122.43656362042124,1,0,5.0,2.0,2.0,2.0,0,3.0,78.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,455.0,231.21022730269925
1.0,15,4,37.77787646157045,-122.40372081467396,12,0,4.0,1.5,1.0,0.0,0,4.0,12.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,300.0,172.25222036422593
5.0,0,0,37.77115366183065,-122.4367912385634,6,1,2.0,2.0,1.0,1.0,0,30.0,147.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0,172.25222036422593
1.0,15,12,37.77533802620181,-122.41769481650641,0,0,2.0,1.0,1.0,1.0,0,30.0,22.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,339.0,172.25222036422593
1.0,29,17,37.75997034838477,-122.50866311387432,1,1,2.0,1.0,1.0,1.0,2,1.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,172.25222036422593
1.0,2,0,37.76210544218736,-122.45201657617436,0,0,5.0,1.0,0.0,2.0,0,1.0,208.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,113.2942134257526
1.0,1,1,37.7417962607976,-122.41674480181184,1,1,3.0,1.0,1.0,1.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,172.25222036422593
1.0,22,2,37.728667984559664,-122.46495675699764,0,0,3.0,1.0,1.0,2.0,0,2.0,125.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,172.25222036422593
1.0,15,4,37.778059754288314,-122.39914354176956,0,1,2.0,1.0,1.0,1.0,0,1.0,90.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,140.0,172.25222036422593
2.0,7,6,37.76710221528123,-122.43249592980033,6,1,1.0,1.0,1.0,1.0,0,2.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,172.25222036422593
2.0,5,4,37.756123238724534,-122.39966658849838,2,0,4.0,2.0,2.0,2.0,0,4.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0,231.21022730269925
1.0,1,1,37.74094550262811,-122.42124240666391,6,0,4.0,2.0,2.0,2.0,0,2.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0,231.21022730269925
1.0,18,10,37.78295025335022,-122.47384638381924,6,0,2.0,2.0,1.0,1.0,0,3.0,62.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0,172.25222036422593
1.0,4,1,37.756671679886495,-122.4105251101893,1,0,2.0,1.0,1.0,1.0,0,3.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0,172.25222036422593
68.0,6,5,37.787384718612174,-122.40983363533415,0,0,4.0,1.0,0.0,2.0,0,2.0,18.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,113.2942134257526
1.0,2,0,37.764879126126736,-122.44804515013294,1,0,6.0,3.0,4.0,4.0,0,7.0,2.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,475.0,349.1262411796459
2.0,19,13,37.72460587208815,-122.43250157237907,1,0,7.0,1.0,2.0,4.0,0,5.0,1.0,80.0,10.0,8.0,10.0,10.0,6.0,10.0,200.0,231.21022730269925
1.0,15,12,37.7769795526583,-122.41384185624872,0,1,1.0,1.0,1.0,1.0,0,60.0,2.0,80.0,9.0,7.0,8.0,8.0,8.0,8.0,100.0,172.25222036422593
35.0,4,1,37.761784410112,-122.42216299739654,0,0,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,172.25222036422593
35.0,4,1,37.763082260260795,-122.42155139062326,0,0,2.0,1.0,1.0,2.0,0,30.0,2.0,80.0,9.0,8.0,6.0,7.0,9.0,9.0,100.0,172.25222036422593
75.0,6,5,37.788372584015825,-122.41091031642416,0,0,4.0,1.0,0.0,2.0,0,1.0,9.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0,113.2942134257526
2.0,8,7,37.74697195739333,-122.43816952108645,1,0,4.0,1.0,2.0,2.0,0,2.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,231.21022730269925
1.0,11,10,37.782671612449725,-122.4530896830139,6,0,8.0,2.5,4.0,4.0,0,3.0,43.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,700.0,349.1262411796459
2.0,4,1,37.75054282250833,-122.41655854238532,1,1,2.0,1.0,1.0,1.0,0,1.0,84.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,173.0,172.25222036422593
3.0,1,1,37.740148322357626,-122.41909415283938,1,0,4.0,1.0,2.0,2.0,0,7.0,39.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0,231.21022730269925
2.0,29,21,37.7466644184024,-122.50255989186262,1,1,2.0,1.0,1.0,1.0,0,2.0,46.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,70.0,172.25222036422593
1.0,26,18,37.79921354169291,-122.43191250116544,1,0,2.0,1.0,1.0,1.0,0,2.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,172.25222036422593
1.0,8,6,37.751436703556756,-122.44273694902522,0,0,2.0,1.0,1.0,1.0,0,30.0,54.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,145.0,172.25222036422593
1.0,4,1,37.75416620694072,-122.42153361123906,0,0,4.0,2.0,2.0,3.0,0,2.0,22.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,229.0,231.21022730269925
1.0,7,0,37.76851433868959,-122.43724827192013,11,1,2.0,1.0,1.0,1.0,0,1.0,177.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,172.25222036422593
6.0,0,3,37.78255464281553,-122.43810347937115,1,0,10.0,2.5,5.0,10.0,0,30.0,19.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,360.0,408.08424811811926
3.0,30,22,37.722130463551984,-122.4063245974231,1,1,9.0,3.0,3.0,6.0,0,3.0,52.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,410.0,290.16823424117257
1.0,15,12,37.77514406225485,-122.40896818661757,2,1,1.0,1.0,1.0,1.0,0,13.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,172.25222036422593
1.0,9,8,37.77812036763717,-122.50262060064071,1,1,3.0,1.0,1.0,2.0,0,2.0,187.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,133.0,172.25222036422593
2.0,4,1,37.75514537734532,-122.41966438314914,6,1,2.0,1.0,1.0,1.0,0,2.0,18.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,135.0,172.25222036422593
1.0,8,6,37.74843675274167,-122.42819715664386,1,1,3.0,1.0,1.0,1.0,0,1.0,193.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,172.25222036422593
1.0,8,6,37.7537749880724,-122.44197460179342,10,0,2.0,1.0,0.0,1.0,1,2.0,135.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,113.2942134257526
75.0,6,5,37.788347076763145,-122.41119909379287,0,0,4.0,1.0,0.0,2.0,0,1.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0,113.2942134257526
2.0,0,3,37.78499732410688,-122.43809406338072,0,0,8.0,2.0,4.0,5.0,0,5.0,27.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,700.0,349.1262411796459
2.0,1,1,37.747276200768326,-122.40765609056969,1,0,3.0,1.0,0.0,1.0,0,3.0,84.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,165.0,113.2942134257526
2.0,1,1,37.74726953382519,-122.40862623470905,0,0,6.0,2.0,2.0,2.0,0,3.0,58.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0,231.21022730269925
1.0,9,8,37.77973559686613,-122.49897185235764,1,1,2.0,1.0,1.0,1.0,0,1.0,99.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0,172.25222036422593
3.0,4,1,37.75289541854589,-122.42208886586023,6,1,2.0,1.5,1.0,1.0,0,3.0,8.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,172.25222036422593
2.0,22,2,37.72799688398315,-122.46162136006248,1,0,3.0,1.0,1.0,2.0,0,4.0,40.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,144.0,172.25222036422593
1.0,17,9,37.7983578984465,-122.41278845982391,0,0,2.0,1.0,0.0,1.0,0,30.0,6.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,219.0,113.2942134257526
2.0,4,1,37.74854708018332,-122.40941134814243,0,0,2.0,1.0,0.0,1.0,0,2.0,67.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,225.0,113.2942134257526
23.0,6,5,37.786803188191826,-122.4077514345128,0,1,2.0,1.0,1.0,1.0,0,1.0,59.0,92.0,9.0,9.0,9.0,9.0,10.0,9.0,110.0,172.25222036422593
4.0,1,1,37.742624938000695,-122.4087503992072,1,1,2.0,1.0,1.0,1.0,0,4.0,21.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0,172.25222036422593
1.0,21,23,37.78986946592797,-122.3922022422095,6,0,6.0,1.5,1.0,3.0,0,1.0,51.0,94.0,10.0,10.0,9.0,10.0,10.0,9.0,315.0,172.25222036422593
1.0,12,9,37.79551651476681,-122.41064979315011,0,0,8.0,2.0,3.0,4.0,0,1.0,25.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,499.0,290.16823424117257
1.0,4,1,37.75041771319149,-122.41511900498712,1,0,3.0,1.0,2.0,2.0,0,5.0,12.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,175.0,231.21022730269925
2.0,15,12,37.77230928399551,-122.42129742149228,0,0,4.0,1.0,2.0,2.0,0,4.0,11.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,325.0,231.21022730269925
1.0,4,1,37.751246929070696,-122.40826154984634,0,0,2.0,1.0,1.0,1.0,0,2.0,80.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,172.25222036422593
5.0,23,15,37.720304708630145,-122.39348474698895,8,1,4.0,1.0,1.0,2.0,0,1.0,179.0,87.0,9.0,9.0,9.0,9.0,8.0,9.0,68.0,172.25222036422593
1.0,16,3,37.7902555838612,-122.43640408433694,1,0,6.0,2.5,3.0,4.0,0,7.0,29.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,325.0,290.16823424117257
2.0,17,11,37.80512603403567,-122.42138387255044,0,1,4.0,1.0,1.0,2.0,1,1.0,92.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,79.0,172.25222036422593
1.0,12,9,37.79583665026897,-122.41048270585905,0,0,4.0,1.0,1.0,2.0,0,30.0,8.0,94.0,10.0,9.0,10.0,9.0,10.0,9.0,145.0,172.25222036422593
1.0,4,1,37.75244678995408,-122.40705636743601,0,0,6.0,2.0,2.0,2.0,0,2.0,28.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,251.0,231.21022730269925
7.0,29,17,37.75393023352349,-122.49460535467337,1,1,2.0,1.0,1.0,1.0,0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,172.25222036422593
36.0,6,5,37.779814649837256,-122.42189513924258,0,0,2.0,1.0,1.0,1.0,0,1.0,43.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,172.25222036422593
3.0,4,1,37.75727525438632,-122.40848882925957,0,1,2.0,1.0,1.0,1.0,0,4.0,70.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,172.25222036422593
2.0,4,1,37.75740920765607,-122.4079600485598,0,1,2.0,1.5,1.0,1.0,0,5.0,92.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,103.0,172.25222036422593
2.0,2,0,37.76930336271013,-122.45139747732716,6,1,2.0,1.5,1.0,1.0,1,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,172.25222036422593
2.0,31,25,37.72061709253311,-122.46706442801519,1,1,1.0,1.0,1.0,1.0,3,30.0,2.0,90.0,10.0,9.0,10.0,10.0,9.0,7.0,50.0,172.25222036422593
2.0,1,1,37.74315476788047,-122.42259852130975,0,1,2.0,1.0,1.0,1.0,0,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,172.25222036422593
2.0,2,0,37.76970269797365,-122.4523414188966,0,1,1.0,1.0,1.0,1.0,0,4.0,57.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,172.25222036422593
1.0,1,1,37.74647857212585,-122.41696942177092,1,1,8.0,2.0,2.0,4.0,0,30.0,118.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,231.21022730269925
1.0,12,11,37.791497940784176,-122.41499063210709,0,0,2.0,1.0,0.0,1.0,0,85.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,113.2942134257526
3.0,16,3,37.78800536697597,-122.44228231173125,1,1,4.0,1.0,2.0,2.0,0,3.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,286.0,231.21022730269925
2.0,8,7,37.74687267687335,-122.42839689917506,1,1,2.0,1.0,1.0,1.0,0,1.0,203.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,172.25222036422593
2.0,8,7,37.745710027219246,-122.4302163034805,1,1,2.0,1.0,1.0,1.0,0,1.0,68.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0,172.25222036422593
1.0,0,3,37.78886066681415,-122.43241183948562,0,0,2.0,1.0,0.0,1.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,425.0,113.2942134257526
1.0,4,1,37.75072511128996,-122.41492748700468,0,1,2.0,1.0,1.0,1.0,0,1.0,157.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0,172.25222036422593
5.0,0,0,37.7729663967347,-122.43689932737624,6,1,2.0,1.0,1.0,1.0,0,1.0,107.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0,172.25222036422593
1.0,6,5,37.78707008919924,-122.41197048994749,0,0,2.0,1.0,0.0,1.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,113.2942134257526
1.0,2,0,37.774202296720674,-122.44889751174117,0,0,2.0,1.0,1.0,1.0,0,1.0,62.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0,172.25222036422593
1.0,15,12,37.774259104526095,-122.40191779151421,0,0,4.0,1.0,2.0,2.0,0,2.0,138.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0,231.21022730269925
3.0,0,0,37.76952730787357,-122.43010868540506,0,0,6.0,2.0,3.0,4.0,0,3.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,275.0,290.16823424117257
4.0,1,1,37.73963862463334,-122.41048862970831,1,1,2.0,2.0,1.0,1.0,0,31.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,104.0,172.25222036422593
2.0,26,18,37.80434091950715,-122.43911076138208,0,0,4.0,1.5,2.0,3.0,0,30.0,77.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0,231.21022730269925
6.0,23,22,37.71277012205971,-122.39591494833536,2,1,3.0,1.0,1.0,1.0,0,30.0,29.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0,172.25222036422593
2.0,7,6,37.76078925600568,-122.43446716426722,0,0,5.0,1.0,2.0,3.0,0,30.0,175.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,270.0,231.21022730269925
2.0,2,0,37.76482708818961,-122.45131405855948,0,0,6.0,2.0,3.0,3.0,0,2.0,12.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,400.0,290.16823424117257
1.0,0,3,37.78508550652572,-122.44297502127931,0,0,5.0,1.0,2.0,2.0,0,3.0,46.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,231.21022730269925
1.0,15,23,37.78359751241085,-122.39862101232559,6,0,4.0,2.0,2.0,2.0,0,31.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,349.0,231.21022730269925
4.0,2,0,37.775075933621004,-122.44397582316178,1,0,6.0,1.5,4.0,5.0,0,2.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0,349.1262411796459
1.0,15,4,37.78433981050458,-122.40585860936666,6,1,2.0,1.0,1.0,1.0,2,3.0,32.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,185.0,172.25222036422593
2.0,27,21,37.742831053902066,-122.50229741564905,1,0,8.0,1.0,2.0,2.0,0,1.0,19.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,65.0,231.21022730269925
2.0,11,10,37.78144284355475,-122.45634925971878,1,1,2.0,1.0,1.0,1.0,0,3.0,180.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0,172.25222036422593
1.0,22,13,37.72398069150185,-122.45636774617441,1,1,2.0,1.0,1.0,1.0,0,2.0,42.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,172.25222036422593
2.0,21,9,37.79660816766836,-122.40280347135156,0,1,4.0,2.0,2.0,2.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,231.21022730269925
1.0,18,10,37.77672205582967,-122.44964131894169,1,0,6.0,2.5,4.0,4.0,0,4.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,849.0,349.1262411796459
36.0,6,5,37.78842426660723,-122.41015951493044,0,0,4.0,1.0,0.0,2.0,0,1.0,78.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,235.0,113.2942134257526
1.0,8,6,37.755581250930845,-122.42685626333628,6,0,8.0,3.0,4.0,4.0,0,3.0,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,480.0,349.1262411796459
2.0,8,7,37.74331674821234,-122.42525849989859,0,0,4.0,1.0,1.0,2.0,0,180.0,5.0,92.0,9.0,8.0,10.0,10.0,10.0,10.0,160.0,172.25222036422593
2.0,8,7,37.75404291451224,-122.42930014117105,0,0,4.0,1.0,1.0,2.0,0,190.0,9.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0,172.25222036422593
2.0,1,1,37.747536295893596,-122.40578418441237,1,1,2.0,1.0,1.0,2.0,0,5.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,172.25222036422593
75.0,6,5,37.788123453017185,-122.41063351562444,0,1,4.0,1.0,1.0,2.0,0,1.0,9.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,239.0,172.25222036422593
1.0,4,1,37.756284931414335,-122.42349229060629,6,1,2.0,1.0,1.0,1.0,0,1.0,21.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
1.0,8,6,37.752184246488596,-122.44197067392186,0,0,2.0,1.0,0.0,1.0,0,2.0,145.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,117.0,113.2942134257526
4.0,0,3,37.78654196188051,-122.44270524280313,1,1,6.0,1.0,2.0,4.0,0,1.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0,231.21022730269925
1.0,8,6,37.75006626260365,-122.43925435428396,0,0,5.0,2.5,3.0,3.0,0,2.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,899.0,290.16823424117257
4.0,1,1,37.74181683002036,-122.4089565743722,1,1,2.0,2.0,1.0,2.0,3,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,172.25222036422593
1.0,2,0,37.771617598397214,-122.43836201290921,0,1,1.0,1.0,1.0,1.0,0,1.0,153.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0,172.25222036422593
1.0,4,1,37.75319371889724,-122.41606248429771,0,0,5.0,1.5,1.0,2.0,0,2.0,9.0,98.0,10.0,8.0,9.0,10.0,10.0,10.0,153.0,172.25222036422593
1.0,17,11,37.79711800756286,-122.41547789861656,1,0,4.0,2.0,2.0,3.0,0,1.0,81.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,437.0,231.21022730269925
2.0,17,11,37.79926152741293,-122.42053559123352,0,0,7.0,2.0,3.0,4.0,0,3.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,587.0,290.16823424117257
3.0,1,1,37.744979891642615,-122.4192682830423,1,1,2.0,1.0,1.0,1.0,0,1.0,123.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,102.0,172.25222036422593
1.0,4,1,37.76235785389232,-122.42384588845323,0,0,7.0,2.0,4.0,4.0,0,2.0,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,575.0,349.1262411796459
1.0,6,5,37.7743072106281,-122.42169305591645,0,1,2.0,1.0,1.0,1.0,0,1.0,94.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,172.25222036422593
